ATM PK;BRANCH FK;LOCATION FK;ORG ID;A TYPE;a type desc;A PLACE;A NAME;A STATUS;a status desc;BOBJECT NAME;WHOURS TYPE;a whours type desc;REMARK;WEB NOTE;WEB STATUS;a web status desc;LOCATION PK;COUNTY ID;COUNTY NAME;PLACE ZIP;PLACE NAME;STREET NAME;HOUSE N;HOUSE SUBN;ADDRESS LONG;address full;housenum full;X;Y;L STATUS;l status desc;;LONG;LAT
25147;10254;732;63015;1;Bankomat;éupanja;Veliki Kraj 57;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;732;16;Vukovarsko-srijemska ûupanija;32270;éupanja;Veliki kraj;57;;Veliki kraj 57;éupanja, Veliki kraj 57;57;2673076.79;4993355.02;1;Prikaûi na karti;;" 18∞ 41' 37""";" 45∞ 4' 21"""
25141;;733;10122;1;Bankomat;Krk;Svetog Petra bb;1;U funkciji (radi);KONZUM d.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;733;8;Primorsko-goranska ûupanija;51500;Krk;Svetog Petra;0;BB;Svetog Petra bb;Krk, Svetog Petra BB;BB;2348531.07;4988106.69;1;Prikaûi na karti;;" 14∞ 34' 21""";" 45∞ 1' 48"""
25142;;734;10160;1;Bankomat;Kutina;Ljudevita Posavskog 32;1;U funkciji (radi);Kaufland k.d.;1;0-24 h;;;1;Prikaûi na karti;734;3;SisaËko-moslavaËka ûupanija;44320;Kutina;Ljudevita Posavskog;32;;Ljudevita Posavskog 32;Kutina, Ljudevita Posavskog 32;32;2522101.96;5035877.21;1;Prikaûi na karti;;" 16∞ 46' 40""";" 45∞ 28' 33"""
25144;;736;72410;1;Bankomat;äibenik;Kralja Tomislava bb;1;U funkciji (radi);Slobodna Dalmacija;1;0-24 h;;;1;Prikaûi na karti;736;15;äibensko-kninska ûupanija;22000;äibenik;Kralja Tomislava;0;BB;Kralja Tomislava bb;äibenik, Kralja Tomislava BB;BB;2451410.32;4842592.89;1;Prikaûi na karti;;" 15∞ 53' 31""";" 43∞ 44' 5"""
25145;;737;10165;1;Bankomat;Zagreb;HorvaÊanska cesta 31;1;U funkciji (radi);Poslovni objekt;1;0-24 h;;;1;Prikaûi na karti;737;21;Grad Zagreb;10000;Zagreb;HorvaÊanska cesta;31;;HorvaÊanska cesta 31;Zagreb, HorvaÊanska cesta 31;31;2457605.98;5070590.69;1;Prikaûi na karti;;" 15∞ 56' 59""";" 45∞ 47' 15"""
25154;;738;10168;1;Bankomat;Donja Bistra;ZapreöiÊka 2, Jablanovec;1;U funkciji (radi);West Gate Shopping Center;2;u radno vrijeme objekta;0;;1;Prikaûi na karti;738;1;ZagrebaËka ûupanija;10298;Donja Bistra;ZapreöiÊka;2;;ZapreöiÊka 2, Jablanovec;Donja Bistra, ZapreöiÊka 2;2;2447965.1;5080519.57;1;Prikaûi na karti;;" 15∞ 49' 29""";" 45∞ 52' 34"""
25155;;738;10167;1;Bankomat;Donja Bistra;ZapreöiÊka 2, Jablanovec;1;U funkciji (radi);West Gate Shopping Center;2;u radno vrijeme objekta;0;;1;Prikaûi na karti;738;1;ZagrebaËka ûupanija;10298;Donja Bistra;ZapreöiÊka;2;;ZapreöiÊka 2, Jablanovec;Donja Bistra, ZapreöiÊka 2;2;2447965.1;5080519.57;1;Prikaûi na karti;;" 15∞ 49' 29""";" 45∞ 52' 34"""
25159;;738;0;2;Dnevno-noÊni trezor;Donja Bistra;ZapreöiÊka 2, Jablanovec;1;U funkciji (radi);West Gate Shopping Center;2;u radno vrijeme objekta;0;;1;Prikaûi na karti;738;1;ZagrebaËka ûupanija;10298;Donja Bistra;ZapreöiÊka;2;;ZapreöiÊka 2, Jablanovec;Donja Bistra, ZapreöiÊka 2;2;2447965.1;5080519.57;1;Prikaûi na karti;;" 15∞ 49' 29""";" 45∞ 52' 34"""
25156;;739;32945;1;Bankomat;Pula;Trg 1. Svibnja 3;1;U funkciji (radi);ANT-COM d.o.o.;1;0-24 h;0;;1;Prikaûi na karti;739;18;Istarska ûupanija;52100;Pula;Trg 1. Svibnja;3;;Trg 1. Svibnja 3;Pula, Trg 1. Svibnja 3;3;2290929.5;4971622.58;1;Prikaûi na karti;;" 13∞ 50' 56""";" 44∞ 52' 2"""
25150;;741;10161;1;Bankomat;;LapovaËka 15;1;U funkciji (radi);Kaufland Hrvatska k.d.;1;0-24 h;;;1;Prikaûi na karti;741;16;Vukovarsko-srijemska ûupanija;32100;Vinkovci;LapovaËka;15;;LapovaËka 15;Vinkovci, LapovaËka 15;15;2680599;5018050;1;Prikaûi na karti;;" 18∞ 47' 53""";" 45∞ 17' 34"""
25158;;742;10162;1;Bankomat;Poûega;NjemaËka ulica bb;1;U funkciji (radi);Kaufland Hrvatska k.d.;2;u radno vrijeme objekta;0;;1;Prikaûi na karti;742;11;Poûeöko-slavonska ûupanija;34000;Poûega;NjemaËka ulica;0;bb;NjemaËka ulica bb;Poûega, NjemaËka ulica bb;bb;2593181.85;5021045.57;1;Prikaûi na karti;;" 17∞ 41' 3""";" 45∞ 20' 12"""
25160;;743;10171;1;Bankomat;Zagreb;Petrova 13;1;U funkciji (radi);KBC Zagreb, Bolnica Petrova;2;u radno vrijeme objekta;;;1;Prikaûi na karti;743;21;Grad Zagreb;10000;Zagreb;Petrova;13;;Petrova 13;Zagreb, Petrova 13;13;2460987;5073703;1;Prikaûi na karti;;" 15∞ 59' 34""";" 45∞ 48' 56"""
25161;;744;78910;1;Bankomat;Vrbovec;ZagrebaËka 25a;1;U funkciji (radi);KONZUM d.d.;1;0-24 h;;;1;Prikaûi na karti;744;1;ZagrebaËka ûupanija;10340;Vrbovec;ZagrebaËka;25;a;ZagrebaËka 25a;Vrbovec, ZagrebaËka 25/a;25/a;2493803;5081505;1;Prikaûi na karti;;" 16∞ 24' 55""";" 45∞ 53' 13"""
25162;;745;10166;1;Bankomat;Slunj;BraÊe RadiÊa 9;1;U funkciji (radi);Kordun d.d.;1;0-24 h;;;1;Prikaûi na karti;745;4;KarlovaËka ûupanija;47240;Slunj;BraÊe RadiÊa;9;;BraÊe RadiÊa 9;Slunj, BraÊe RadiÊa 9;9;2428648;4996672;1;Prikaûi na karti;;" 15∞ 35' 17""";" 45∞ 7' 11"""
25163;;746;80915;1;Bankomat;Dubrava;BraÊe RadiÊa 2;1;U funkciji (radi);OpÊina Dubrava;1;0-24 h;;;1;Prikaûi na karti;746;1;ZagrebaËka ûupanija;10342;Dubrava;BraÊe RadiÊa;2;;BraÊe RadiÊa 2;Dubrava, BraÊe RadiÊa 2;2;2503176;5075918;1;Prikaûi na karti;;" 16∞ 32' 9""";" 45∞ 50' 12"""
25165;;747;46220;1;Bankomat;Ivanec;IvaneËko naselje 1/e;1;U funkciji (radi);KONZUM d.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;747;5;Varaûdinska ûupanija;42240;Ivanec;IvaneËko naselje;0;e;IvaneËko naselje e;Ivanec, IvaneËko naselje ;;2473387;5120206;1;Prikaûi na karti;;" 16∞ 8' 60""";" 46∞ 14' 5"""
25170;;750;10173;1;Bankomat;IvaniÊ Grad;éitna bb;1;U funkciji (radi);KONZUM d.d.;1;0-24 h;;;1;Prikaûi na karti;750;1;ZagrebaËka ûupanija;10310;IvaniÊ-Grad;éitna;0;bb;éitna bb;IvaniÊ-Grad, éitna bb;bb;2493013;5061561;1;Prikaûi na karti;;" 16∞ 24' 19""";" 45∞ 42' 27"""
25171;;751;10073;1;Bankomat;Zadar;Trg tri bunara 3;1;U funkciji (radi);Trgovina Musto;1;0-24 h;;;1;Prikaûi na karti;751;13;Zadarska ûupanija;23000;Zadar;Trg tri bunara;4;;Trg tri bunara 4;Zadar, Trg tri bunara 4;4;2398216;4885753;1;Prikaûi na karti;;" 15∞ 13' 24""";" 44∞ 7' 4"""
25175;10258;753;;2;Dnevno-noÊni trezor;Zagreb;Iblerov trg 9;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;753;21;Grad Zagreb;10000;Zagreb;Iblerov trg;9;;Iblerov trg 9;Zagreb, Iblerov trg 9;9;2460373;5073389;1;Prikaûi na karti;;" 15∞ 59' 6""";" 45∞ 48' 46"""
25177;10258;753;52210;1;Bankomat;Zagreb;Iblerov trg 9;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;753;21;Grad Zagreb;10000;Zagreb;Iblerov trg;9;;Iblerov trg 9;Zagreb, Iblerov trg 9;9;2460373;5073389;1;Prikaûi na karti;;" 15∞ 59' 6""";" 45∞ 48' 46"""
25178;10258;753;52310;1;Bankomat;Zagreb;Iblerov trg 9;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;753;21;Grad Zagreb;10000;Zagreb;Iblerov trg;9;;Iblerov trg 9;Zagreb, Iblerov trg 9;9;2460373;5073389;1;Prikaûi na karti;;" 15∞ 59' 6""";" 45∞ 48' 46"""
25401;10258;753;12142;4;Ureaj za zaprimanje naloga;Zagreb;Iblerov trg 9;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;753;21;Grad Zagreb;10000;Zagreb;Iblerov trg;9;;Iblerov trg 9;Zagreb, Iblerov trg 9;9;2460373;5073389;1;Prikaûi na karti;;" 15∞ 59' 6""";" 45∞ 48' 46"""
25179;;754;58734;1;Bankomat;Koprivnica;RadniËka cesta 8;1;U funkciji (radi);TrgovaËki centar Koprivnica;2;u radno vrijeme objekta;;;1;Prikaûi na karti;754;6;KoprivniËko-kriûevaËka ûupanija;48000;Koprivnica;RadniËka cesta;8;;RadniËka cesta 8;Koprivnica, RadniËka cesta 8;8;2526288;5110164;1;Prikaûi na karti;;" 16∞ 50' 7""";" 46∞ 8' 40"""
25180;;755;10150;1;Bankomat;Zagreb;Dubrava 217;1;U funkciji (radi);TOBACO;1;0-24 h;;;1;Prikaûi na karti;755;21;Grad Zagreb;10000;Zagreb;Dubrava;217;;Dubrava 217;Zagreb, Dubrava 217;217;2466834;5075151;1;Prikaûi na karti;;" 16∞ 4' 5""";" 45∞ 49' 44"""
25181;;756;67110;1;Bankomat;Zagreb;Ilica 288;1;U funkciji (radi);KONZUM d.d.;1;0-24 h;;;1;Prikaûi na karti;756;21;Grad Zagreb;10000;Zagreb;Ilica;288;;Ilica 288;Zagreb, Ilica 288;288;2456168;5073699;1;Prikaûi na karti;;" 15∞ 55' 51""";" 45∞ 48' 55"""
25183;;759;10121;1;Bankomat;Marija Gorica;GoriËka 1;1;U funkciji (radi);Trgocentar Marija;1;0-24 h;;;1;Prikaûi na karti;759;1;ZagrebaËka ûupanija;10299;Marija Gorica;GoriËka;1;;GoriËka 1;Marija Gorica, GoriËka 1;1;2440449;5084526;1;Prikaûi na karti;;" 15∞ 43' 38""";" 45∞ 54' 42"""
25184;;760;83110;1;Bankomat;Rovinj;Monsena bb;1;U funkciji (radi);Hotel Valdaliso;2;u radno vrijeme objekta;;;1;Prikaûi na karti;760;18;Istarska ûupanija;52210;Rovinj;Monsena;0;bb;Monsena bb;Rovinj, Monsena bb;bb;2274194;4998170;1;Prikaûi na karti;;" 13∞ 37' 31""";" 45∞ 6' 3"""
25185;;761;51510;1;Bankomat;Zagreb;DankoveËka 95;1;U funkciji (radi);Konzum dd;2;u radno vrijeme objekta;;;1;Prikaûi na karti;761;21;Grad Zagreb;10000;Zagreb;DankoveËka;95;;DankoveËka 95;Zagreb, DankoveËka 95;95;2465825;5076529;1;Prikaûi na karti;;" 16∞ 3' 18""";" 45∞ 50' 29"""
25199;;764;10174;1;Bankomat;PoreË;Mate VlaöiÊa bb;1;U funkciji (radi);Kaufland Hrvatska k.d.;1;0-24 h;;;1;Prikaûi na karti;764;18;Istarska ûupanija;52440;PoreË;Mate VlaöiÊa;0;bb;Mate VlaöiÊa bb;PoreË, Mate VlaöiÊa bb;bb;2274357;5012650;1;Prikaûi na karti;;" 13∞ 37' 15""";" 45∞ 13' 52"""
25200;;765;84010;1;Bankomat;Velika Gorica;Trg kralja Petra Kreöimira IV bb;1;U funkciji (radi);Mercator - H d.o.o.;1;0-24 h;;;1;Prikaûi na karti;765;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg kralja Petra Kreöimira IV;0;bb;Trg kralja Petra Kreöimira IV bb;Velika Gorica, Trg kralja Petra Kreöimira IV bb;bb;2467518;5062169;1;Prikaûi na karti;;" 16∞ 4' 40""";" 45∞ 42' 44"""
25201;;766;65862;1;Bankomat;Zagreb;Trg Ante StarËeviÊa bb;1;U funkciji (radi);Importanne Centar;2;u radno vrijeme objekta;;;1;Prikaûi na karti;766;21;Grad Zagreb;10000;Zagreb;Trg Ante StarËeviÊa;0;bb;Trg Ante StarËeviÊa bb;Zagreb, Trg Ante StarËeviÊa bb;bb;2459742;5072496;1;Prikaûi na karti;;" 15∞ 58' 37""";" 45∞ 48' 17"""
25202;10263;767;87710;1;Bankomat;Zagreb;Rudeöka cesta 171;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;767;21;Grad Zagreb;10000;Zagreb;Rudeöka cesta;169;;Rudeöka cesta 169;Zagreb, Rudeöka cesta 169;169;2454823;5071060;1;Prikaûi na karti;;" 15∞ 54' 50""";" 45∞ 47' 29"""
25203;10263;767;52410;1;Bankomat;Zagreb;Rudeöka cesta 171;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;767;21;Grad Zagreb;10000;Zagreb;Rudeöka cesta;169;;Rudeöka cesta 169;Zagreb, Rudeöka cesta 169;169;2454823;5071060;1;Prikaûi na karti;;" 15∞ 54' 50""";" 45∞ 47' 29"""
25205;;769;39215;1;Bankomat;Nin;J. BarakoviÊa 5;1;U funkciji (radi);Ljekarna KremiÊ;1;0-24 h;;;1;Prikaûi na karti;769;13;Zadarska ûupanija;23232;Nin;J. BarakoviÊa;5;;J. BarakoviÊa 5;Nin, J. BarakoviÊa 5;5;2394991;4899100;1;Prikaûi na karti;;" 15∞ 10' 49""";" 44∞ 14' 15"""
25206;;770;10176;1;Bankomat;Dugi Rat;PoljiËka cesta 133;1;U funkciji (radi);Fast food Tomato;1;0-24 h;;;1;Prikaûi na karti;770;17;Splitsko-dalmatinska ûupanija;21315;Dugi Rat;PoljiËka cesta;133;;PoljiËka cesta 133;Dugi Rat, PoljiËka cesta 133;133;2511739;4810186;1;Prikaûi na karti;;" 16∞ 38' 25""";" 43∞ 26' 40"""
25207;;771;10175;1;Bankomat;Zadar;Matoöeva 10;1;U funkciji (radi);Suvenirnica;1;0-24 h;;;1;Prikaûi na karti;771;13;Zadarska ûupanija;23000;Zadar;Matoöeva;10;;Matoöeva 10;Zadar, Matoöeva 10;10;2397401;4887425;1;Prikaûi na karti;;" 15∞ 12' 46""";" 44∞ 7' 58"""
25208;;773;31215;1;Bankomat;Murter;Trg Rudine bb;1;U funkciji (radi);Tureta Tours;1;0-24 h;;;1;Prikaûi na karti;773;15;äibensko-kninska ûupanija;22243;Murter;Trg Rudine;0;bb;Trg Rudine bb;Murter, Trg Rudine bb;bb;2427351;4852545;1;Prikaûi na karti;;" 15∞ 35' 30""";" 43∞ 49' 21"""
25209;;774;98645;1;Bankomat;Faûana;Boraca 2;1;U funkciji (radi);NP Brijuni;1;0-24 h;;;1;Prikaûi na karti;774;18;Istarska ûupanija;52212;Faûana;Boraca;2;;Boraca 2;Faûana, Boraca 2;2;2287570;4978345;1;Prikaûi na karti;;" 13∞ 48' 13""";" 44∞ 55' 36"""
25233;;798;43110;1;Bankomat;Zagreb;FolnegoviÊeva 1;1;U funkciji (radi);Vodoopskrba i odvodnja;1;0-24 h;;;1;Prikaûi na karti;798;21;Grad Zagreb;10000;Zagreb;FolnegoviÊeva;1;;FolnegoviÊeva 1;Zagreb, FolnegoviÊeva 1;1;2462211;5071955;1;Prikaûi na karti;;" 16∞ 0' 32""";" 45∞ 47' 60"""
25236;;801;36310;1;Bankomat;Zagreb;Trg Ante StarËeviÊa bb;1;U funkciji (radi);Pothodnik Glavnog kolodvora;1;0-24 h;;;1;Prikaûi na karti;801;21;Grad Zagreb;10000;Zagreb;Trg Ante StarËeviÊa;1;bb;Trg Ante StarËeviÊa 1bb;Zagreb, Trg Ante StarËeviÊa 1/bb;1/bb;1778550.67;5749104.23;1;Prikaûi na karti;;" 15∞ 58' 37""";" 45∞ 48' 17"""
25241;;806;10169;1;Bankomat;Zagreb;OporoveËka 14;1;U funkciji (radi);TrgovaËki centar Garden Mall;2;u radno vrijeme objekta;;;1;Prikaûi na karti;806;21;Grad Zagreb;10000;Zagreb;OporoveËka;13;;OporoveËka 13;Zagreb, OporoveËka 13;13;2464498;5075434;1;Prikaûi na karti;;" 16∞ 2' 17""";" 45∞ 49' 53"""
25244;;809;10123;1;Bankomat;Faûana;Dragonja 115;1;U funkciji (radi);Bi Village (Valbandon);1;0-24 h;;;1;Prikaûi na karti;809;18;Istarska ûupanija;52212;Valbandon;Dragonja;115;;Dragonja 115;Valbandon, Dragonja 115;115;2288006;4977306;1;Prikaûi na karti;;" 13∞ 48' 34""";" 44∞ 55' 3"""
25302;10267;810;15518;2;Dnevno-noÊni trezor;ZADAR;Brne KrnarutiÊa 13;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;810;13;Zadarska ûupanija;23000;Zadar;Brne KrnarutiÊa;13;;Brne KrnarutiÊa 13;Zadar, Brne KrnarutiÊa 13;13;1694956.13;5483415.86;1;Prikaûi na karti;;" 15∞ 13' 34""";" 44∞ 6' 58"""
25311;10267;810;;4;Ureaj za zaprimanje naloga;Zadar;Brne KrnarutiÊa 13;1;U funkciji (radi);ZABA poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;810;13;Zadarska ûupanija;23000;Zadar;Brne KrnarutiÊa;13;;Brne KrnarutiÊa 13;Zadar, Brne KrnarutiÊa 13;13;1694956.13;5483415.86;1;Prikaûi na karti;;" 15∞ 13' 34""";" 44∞ 6' 58"""
25313;10267;810;32215;1;Bankomat;zadar;Brne KrnarutiÊa 13;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;810;13;Zadarska ûupanija;23000;Zadar;Brne KrnarutiÊa;13;;Brne KrnarutiÊa 13;Zadar, Brne KrnarutiÊa 13;13;1694956.13;5483415.86;1;Prikaûi na karti;;" 15∞ 13' 34""";" 44∞ 6' 58"""
25250;;827;10058;1;Bankomat;Split;Kralja Stjepana Drûislava 22;1;U funkciji (radi);KONZUM d.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;827;17;Splitsko-dalmatinska ûupanija;21000;Split;Kralja Stjepana Drûislava;22;;Kralja Stjepana Drûislava 22;Split, Kralja Stjepana Drûislava 22;22;2500776;4816960;1;Prikaûi na karti;;" 16∞ 30' 17""";" 43∞ 30' 20"""
25251;;828;10179;1;Bankomat;Zagreb;JaruöÊica bb;1;U funkciji (radi);Arena Centar;2;u radno vrijeme objekta;;;1;Prikaûi na karti;828;21;Grad Zagreb;10000;Zagreb;JaruöËica;1;bb;JaruöËica 1bb;Zagreb, JaruöËica 1/bb;1/bb;2457013;5068565;1;Prikaûi na karti;;" 15∞ 56' 32""";" 45∞ 46' 9"""
25253;;831;;1;Bankomat;;Brnik bb / City Center one;1;U funkciji (radi);;2;u radno vrijeme objekta;;;1;Prikaûi na karti;831;17;Splitsko-dalmatinska ûupanija;21000;Split;Brnik;0;;Brnik ;Split, Brnik ;;2500308;4817830;1;Prikaûi na karti;;" 16∞ 29' 56""";" 43∞ 30' 49"""
25255;10284;832;10185;1;Bankomat;Zagreb;Masarykova 11;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;832;21;Grad Zagreb;10000;Zagreb;Masarykova;11;;Masarykova 11;Zagreb, Masarykova 11;11;2459436;5073174;1;Prikaûi na karti;;" 15∞ 58' 23""";" 45∞ 48' 39"""
25256;10284;832;10186;1;Bankomat;Zagreb;Masarykova 11;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;832;21;Grad Zagreb;10000;Zagreb;Masarykova;11;;Masarykova 11;Zagreb, Masarykova 11;11;2459436;5073174;1;Prikaûi na karti;;" 15∞ 58' 23""";" 45∞ 48' 39"""
25400;10284;832;12145;4;Ureaj za zaprimanje naloga;Zagreb;Masarykova 11;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;832;21;Grad Zagreb;10000;Zagreb;Masarykova;11;;Masarykova 11;Zagreb, Masarykova 11;11;2459436;5073174;1;Prikaûi na karti;;" 15∞ 58' 23""";" 45∞ 48' 39"""
25257;10285;833;10183;1;Bankomat;Vukovar;Ulica Europske unije 1;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;833;16;Vukovarsko-srijemska ûupanija;32000;Vukovar;Europske unije;1;;Europske unije 1;Vukovar, Europske unije 1;1;2696462;5024794;1;Prikaûi na karti;;" 19∞ 0' 10""";" 45∞ 20' 57"""
25258;10285;833;;2;Dnevno-noÊni trezor;Vukovar;Europske unije 1;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke.;;1;Prikaûi na karti;833;16;Vukovarsko-srijemska ûupanija;32000;Vukovar;Europske unije;1;;Europske unije 1;Vukovar, Europske unije 1;1;2696462;5024794;1;Prikaûi na karti;;" 19∞ 0' 10""";" 45∞ 20' 57"""
25269;;839;10187;1;Bankomat;Imotski;Glavina donja 336;1;U funkciji (radi);Park&Shop - Dosis d.o.o.;1;0-24 h;;;1;Prikaûi na karti;839;17;Splitsko-dalmatinska ûupanija;21260;Glavina Donja;Glavina Donja;336;;Glavina Donja 336;Glavina Donja, Glavina Donja 336;336;2557177;4810525;1;Prikaûi na karti;;" 17∞ 12' 6""";" 43∞ 26' 44"""
25270;;840;10192;1;Bankomat;Koprivnica;Trg Eugena KumiËiÊa 11a;1;U funkciji (radi);Pekara DORA - I;1;0-24 h;;;1;Prikaûi na karti;840;6;KoprivniËko-kriûevaËka ûupanija;48000;Koprivnica;Trg Eugena KumiËiÊa;11;a;Trg Eugena KumiËiÊa 11a;Koprivnica, Trg Eugena KumiËiÊa 11/a;11/a;2526546;5112076;1;Prikaûi na karti;;" 16∞ 50' 20""";" 46∞ 9' 42"""
25271;10289;841;10181;1;Bankomat;;Ilica 251;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;841;21;Grad Zagreb;10000;Zagreb;Ilica;251;;Ilica 251;Zagreb, Ilica 251;251;2456356;5073628;1;Prikaûi na karti;;" 15∞ 55' 60""";" 45∞ 48' 53"""
25272;10289;841;10182;1;Bankomat;;Ilica 251;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;841;21;Grad Zagreb;10000;Zagreb;Ilica;251;;Ilica 251;Zagreb, Ilica 251;251;2456356;5073628;1;Prikaûi na karti;;" 15∞ 55' 60""";" 45∞ 48' 53"""
25273;10289;841;;2;Dnevno-noÊni trezor;Zagreb;Ilica 251;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;841;21;Grad Zagreb;10000;Zagreb;Ilica;251;;Ilica 251;Zagreb, Ilica 251;251;2456356;5073628;1;Prikaûi na karti;;" 15∞ 55' 60""";" 45∞ 48' 53"""
25274;10289;841;16303;4;Ureaj za zaprimanje naloga;;Ilica 251;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;841;21;Grad Zagreb;10000;Zagreb;Ilica;251;;Ilica 251;Zagreb, Ilica 251;251;2456356;5073628;1;Prikaûi na karti;;" 15∞ 55' 60""";" 45∞ 48' 53"""
25276;;843;10191;1;Bankomat;Zagreb;Prekratova 1;1;U funkciji (radi);"Mesnica ""Antonio""";1;0-24 h;;;1;Prikaûi na karti;843;21;Grad Zagreb;10000;Zagreb;Prekratova;1;;Prekratova 1;Zagreb, Prekratova 1;1;2458063;5069214;1;Prikaûi na karti;;" 15∞ 57' 20""";" 45∞ 46' 30"""
25277;;844;10188;1;Bankomat;Gornji Stupnik;GornjostupniËka 41;1;U funkciji (radi);KONZUM d.d.;1;0-24 h;;;1;Prikaûi na karti;844;21;Grad Zagreb;10250;LuËko;GornjostupniËka;41;;GornjostupniËka 41;LuËko, GornjostupniËka 41;41;2450413;5067289;1;Prikaûi na karti;;" 15∞ 51' 27""";" 45∞ 45' 26"""
25278;;845;40540;1;Bankomat;Osijek;Svilajska 31a;1;U funkciji (radi);TC Portanova ;2;u radno vrijeme objekta;;;1;Prikaûi na karti;845;14;OsjeËko-baranjska ûupanija;31000;Osijek;Svilajska;31;a;Svilajska 31a;Osijek, Svilajska 31/a;31/a;2667281;5047612;1;Prikaûi na karti;;" 18∞ 38' 18""";" 45∞ 33' 43"""
25279;;846;10127;1;Bankomat;Otok;Vladimira Nazora 1;1;U funkciji (radi);Ugostiteljski obrt Paleo;1;0-24 h;;;1;Prikaûi na karti;846;16;Vukovarsko-srijemska ûupanija;32252;Otok;Vladimira Nazora;1;;Vladimira Nazora 1;Otok, Vladimira Nazora 1;1;2687942;5002016;1;Prikaûi na karti;;" 18∞ 53' 8""";" 45∞ 8' 48"""
25281;10291;847;;2;Dnevno-noÊni trezor;Viökovo;VoziöÊe 24;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;847;8;Primorsko-goranska ûupanija;51216;Viökovo;VoziöÊe;24;;VoziöÊe 24;Viökovo, VoziöÊe 24;24;1601144.46;5681697.44;1;Prikaûi na karti;;" 14∞ 22' 60""";" 45∞ 22' 51"""
25282;10291;847;10184;1;Bankomat;Viökovo;VoziöÊe 24;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;847;8;Primorsko-goranska ûupanija;51216;Viökovo;VoziöÊe;24;;VoziöÊe 24;Viökovo, VoziöÊe 24;24;1601144.46;5681697.44;1;Prikaûi na karti;;" 16∞ 17' 43""";" 45∞ 49' 20"""
25286;;848;70751;1;Bankomat;Brckovljani;Kralja Zvonimira 8;1;U funkciji (radi);konzum d.d.;1;0-24 h;;;1;Prikaûi na karti;848;1;ZagrebaËka ûupanija;10370;Brckovljani;kralja zvonimira;8;;kralja zvonimira 8;Brckovljani, kralja zvonimira 8;8;2484490;5074348;1;Prikaûi na karti;;" 14∞ 7' 14""";" 45∞ 5' 33"""
25297;10292;849;72661;1;Bankomat;Labin;Rudarska 8;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;849;18;Istarska ûupanija;52220;Labin;Rudarska ;8;;Rudarska  8;Labin, Rudarska  8;8;1571907.11;5636075.8;1;Prikaûi na karti;;" 14∞ 7' 15""";" 45∞ 5' 32"""
25298;10292;849;;2;Dnevno-noÊni trezor;LABIN;Rudarska  8;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;849;18;Istarska ûupanija;52220;Labin;Rudarska ;8;;Rudarska  8;Labin, Rudarska  8;8;1571907.11;5636075.8;1;Prikaûi na karti;;" 15∞ 56' 33""";" 45∞ 48' 25"""
25287;;851;33363;1;Bankomat;Zagreb;Zagorska 18;1;U funkciji (radi);Poslovni objekt;1;0-24 h;;;1;Prikaûi na karti;851;21;Grad Zagreb;10000;Zagreb;Zagorska;18;;Zagorska 18;Zagreb, Zagorska 18;18;2457056;5072768;1;Prikaûi na karti;;" 14∞ 23' 0""";" 45∞ 22' 51"""
