ATM PK;BRANCH FK;LOCATION FK;ORG ID;A TYPE;a type desc;A PLACE;A NAME;A STATUS;a status desc;BOBJECT NAME;WHOURS TYPE;a whours type desc;REMARK;WEB NOTE;WEB STATUS;a web status desc;LOCATION PK;COUNTY ID;COUNTY NAME;PLACE ZIP;PLACE NAME;STREET NAME;HOUSE N;HOUSE SUBN;ADDRESS LONG;address full;housenum full;X;Y;L STATUS;l status desc;;LONG;LAT
23001;10040;216;10005;3;Ureaj za polog kovanica;Osijek;Ribarska 4-6;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;216;14;OsjeËko-baranjska ûupanija;31000;Osijek;Ribarska;4;;Ribarska 4;Osijek, Ribarska 4;4;2670284.7;5047750.08;1;Prikaûi na karti;;" 18∞ 40' 37""";" 45∞ 33' 45"""
21045;10039;217;59540;1;Bankomat;Osijek;Gacka 10 (Mercator centar);1;U funkciji (radi);ZABA Poslovnica (Mercator centar);2;u radno vrijeme objekta;;;1;Prikaûi na karti;217;14;OsjeËko-baranjska ûupanija;31000;Osijek;Gacka;10;;Gacka 10;Osijek, Gacka 10;10;2670483.85;5045777.48;1;Prikaûi na karti;;" 18∞ 40' 43""";" 45∞ 32' 41"""
21358;;218;30040;1;Bankomat;Osijek;I.TijardoviÊa 4;1;U funkciji (radi);Slavonijatekstil;1;0-24 h;;;1;Prikaûi na karti;218;14;OsjeËko-baranjska ûupanija;31000;Osijek;I. TijardoviÊa;4;;I.TijardoviÊa 4;Osijek, I. TijardoviÊa 4;4;2673691.5;5047172.6;1;Prikaûi na karti;;" 18∞ 43' 13""";" 45∞ 33' 23"""
21359;;219;68640;1;Bankomat;Osijek;Josipa Reihl Kira 40;1;U funkciji (radi);Kaufland Hrvatska k.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;219;14;OsjeËko-baranjska ûupanija;31000;Osijek;Josipa Reihl Kira;40;;Josipa Reihl Kira 40;Osijek, Josipa Reihl Kira 40;40;2672930.46;5045989.35;1;Prikaûi na karti;;" 18∞ 42' 36""";" 45∞ 32' 45"""
21360;;220;95540;1;Bankomat;Osijek;Kneza Trpimira 14;1;U funkciji (radi);BILLA d.o.o.;1;0-24 h;;;1;Prikaûi na karti;220;14;OsjeËko-baranjska ûupanija;31000;Osijek;Kneza Trpimira;14;;Kneza Trpimira 14;Osijek, Kneza Trpimira 14;14;2671583.25;5046417.71;1;Prikaûi na karti;;" 18∞ 41' 35""";" 45∞ 33' 0"""
21361;;221;69640;1;Bankomat;Osijek;Kneza Trpimira 28;1;U funkciji (radi);METRO Cash & Carry d.o.o.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;221;14;OsjeËko-baranjska ûupanija;31000;Osijek;Kneza Trpimira;28;;Kneza Trpimira 28;Osijek, Kneza Trpimira 28;28;2671459.82;5045941.76;1;Prikaûi na karti;;" 18∞ 41' 28""";" 45∞ 32' 45"""
21362;;222;81941;1;Bankomat;Osijek;S. RadiÊa 56;1;U funkciji (radi);"Caffe bar ""Monokl""";1;0-24 h;;;1;Prikaûi na karti;222;14;OsjeËko-baranjska ûupanija;31000;Osijek;S. RadiÊa;56;;S. RadiÊa 56;Osijek, S. RadiÊa 56;56;2670784.5;5046829.2;1;Prikaûi na karti;;" 18∞ 40' 58""";" 45∞ 33' 14"""
21047;10041;223;79740;1;Bankomat;Osijek;Strossmayerova 1;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;223;14;OsjeËko-baranjska ûupanija;31000;Osijek;Strossmayerova;1;;Strossmayerova 1;Osijek, Strossmayerova 1;1;2078966.83;5710436.3;1;Prikaûi na karti;;" 18∞ 40' 32""";" 45∞ 33' 43"""
21363;;224;50240;1;Bankomat;Osijek;Strossmayerova 167;1;U funkciji (radi);BILLA d.o.o.;1;0-24 h;;;1;Prikaûi na karti;224;14;OsjeËko-baranjska ûupanija;31000;Osijek;Strossmayerova;167;;Strossmayerova 167;Osijek, Strossmayerova 167;167;2668665.6;5047860.5;1;Prikaûi na karti;;" 18∞ 39' 22""";" 45∞ 33' 50"""
21364;;225;71640;1;Bankomat;Osijek;Sv. Leopolda MandiÊa 7;1;U funkciji (radi);SPAR;1;0-24 h;;;1;Prikaûi na karti;225;14;OsjeËko-baranjska ûupanija;31000;Osijek;Sv. Leopolda MandiÊa;7;;Sv. Leopolda MandiÊa 7;Osijek, Sv. Leopolda MandiÊa 7;7;2670156.94;5046704.88;1;Prikaûi na karti;;" 18∞ 40' 29""";" 45∞ 33' 11"""
21366;;227;72847;1;Bankomat;OtoËac;Kralja Zvonimira 44;1;U funkciji (radi);"Knjiûara i papirnica ""Dani""";1;0-24 h;;;1;Prikaûi na karti;227;9;LiËko-senjska ûupanija;53220;OtoËac;Kralja Zvonimira;44;;Kralja Zvonimira 44;OtoËac, Kralja Zvonimira 44;44;2400924.13;4969222.68;1;Prikaûi na karti;;" 15∞ 14' 28""";" 44∞ 52' 10"""
21367;;228;10041;1;Bankomat;Ozalj;Kurilovac 12 a;1;U funkciji (radi);Caffe bar Tropic;1;0-24 h;;;1;Prikaûi na karti;228;4;KarlovaËka ûupanija;47280;Ozalj;Kurilovac;12;A;Kurilovac 12 a;Ozalj, Kurilovac 12/A;12/A;2420593.77;5051592.16;1;Prikaûi na karti;;" 15∞ 28' 36""";" 45∞ 36' 47"""
21368;;229;57445;1;Bankomat;Pag;A. StarËeviÊa bb;1;U funkciji (radi);Hotel Meridijan 15;1;0-24 h;;;1;Prikaûi na karti;229;13;Zadarska ûupanija;23250;Pag;A. StarËeviÊa;0;BB;A. StarËeviÊa bb;Pag, A. StarËeviÊa BB;BB;2385213.14;4923165.28;1;Prikaûi na karti;;" 15∞ 3' 9""";" 44∞ 27' 9"""
21369;;230;89147;1;Bankomat;Pag;Kralja Tomislava bb;1;U funkciji (radi);FINA;1;0-24 h;;;1;Prikaûi na karti;230;13;Zadarska ûupanija;23250;Pag;Kralja Tomislava;0;BB;Kralja Tomislava bb;Pag, Kralja Tomislava BB;BB;2385415.57;4922090.95;1;Prikaûi na karti;;" 15∞ 3' 19""";" 44∞ 26' 35"""
21370;;231;67815;1;Bankomat;Pakoötane;Ivana MeötroviÊa bb;1;U funkciji (radi);PTO Stipe;1;0-24 h;;;1;Prikaûi na karti;231;13;Zadarska ûupanija;23211;Pakoötane;Ivana MeötroviÊa;0;BB;Ivana MeötroviÊa bb;Pakoötane, Ivana MeötroviÊa BB;BB;2420438.98;4862278.62;1;Prikaûi na karti;;" 15∞ 30' 16""";" 43∞ 54' 34"""
21371;;232;62042;1;Bankomat;Pakrac;Hrvatskih Velikana 17;1;U funkciji (radi);Audio i video Ben Hur;1;0-24 h;;;1;Prikaûi na karti;232;11;Poûeöko-slavonska ûupanija;34550;Pakrac;Hrvatskih Velikana;17;;Hrvatskih Velikana 17;Pakrac, Hrvatskih Velikana 17;17;2554494;5031950;1;Prikaûi na karti;;" 17∞ 11' 30""";" 45∞ 26' 20"""
21373;;234;47915;1;Bankomat;PetrËane;Punta Skala bb ;1;U funkciji (radi);Bungalows MaliÊ d.d.;1;0-24 h;;;1;Prikaûi na karti;234;13;Zadarska ûupanija;23231;PetrËane;Punta Skala;0;BB;Punta Skala bb ;PetrËane, Punta Skala BB;BB;2392473.69;4894172.15;1;Prikaûi na karti;;" 15∞ 8' 59""";" 44∞ 11' 34"""
21374;;235;65220;1;Bankomat;Petrijanec;V. Nazora 157;1;U funkciji (radi);OpÊina Petrijanec;1;0-24 h;;;1;Prikaûi na karti;235;5;Varaûdinska ûupanija;42206;Petrijanec;V. Nazora;157;;V. Nazora 157;Petrijanec, V. Nazora 157;157;2479468;5132526;1;Prikaûi na karti;;" 16∞ 13' 42""";" 46∞ 20' 45"""
21375;;236;49635;1;Bankomat;Petrinja;Vladimira Nazora 19;1;U funkciji (radi);PLANA;1;0-24 h;;;1;Prikaûi na karti;236;3;SisaËko-moslavaËka ûupanija;44250;Petrinja;Vladimira Nazora;19;;Vladimira Nazora 19;Petrinja, Vladimira Nazora 19;19;2482934;5032118;1;Prikaûi na karti;;" 16∞ 16' 37""";" 45∞ 26' 32"""
21376;;237;35315;1;Bankomat;Pirovac;Obala k. Petra K. IV bb ;1;U funkciji (radi);PirovËanka d.o.o.;1;0-24 h;;;1;Prikaûi na karti;237;15;äibensko-kninska ûupanija;22213;Pirovac;Obala k. Petra K. IV;0;BB;Obala k. Petra K. IV bb ;Pirovac, Obala k. Petra K. IV BB;BB;2433204.78;4852078.05;1;Prikaûi na karti;;" 15∞ 39' 53""";" 43∞ 49' 8"""
21377;;238;95340;1;Bankomat;Pisarovina;Trg S. RadiÊa 4;1;U funkciji (radi);Pekarnica Jamnica;1;0-24 h;;;1;Prikaûi na karti;238;1;ZagrebaËka ûupanija;10451;Pisarovina;Trg S. RadiÊa;4;;Trg S. RadiÊa 4;Pisarovina, Trg S. RadiÊa 4;4;2450478.68;5048326.47;1;Prikaûi na karti;;" 15∞ 51' 37""";" 45∞ 35' 12"""
21050;10043;239;55832;1;Bankomat;PitomaËa;Gajeva 26;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;239;10;VirovitiËko-podravska ûupanija;33405;PitomaËa;Gajeva;26;;Gajeva 26;PitomaËa, Gajeva 26;26;2557135.9;5088735.68;1;Prikaûi na karti;;" 17∞ 13' 56""";" 45∞ 56' 59"""
21378;;240;10106;1;Bankomat;Pleternica;Ivana äveara 14;1;U funkciji (radi);Poslovni prostor;1;0-24 h;;;1;Prikaûi na karti;240;11;Poûeöko-slavonska ûupanija;34310;Pleternica;Ivana äveara;14;;Ivana äveara 14;Pleternica, Ivana äveara 14;14;2602503;5015617;1;Prikaûi na karti;;" 17∞ 48' 7""";" 45∞ 17' 11"""
21379;;241;30151;1;Bankomat;PloËe;V. Nazora 43;1;U funkciji (radi);Foto Ivona;1;0-24 h;;;1;Prikaûi na karti;241;19;DubrovaËko-neretvanska ûupanija;20340;PloËe;V. Nazora;43;;V. Nazora 43;PloËe, V. Nazora 43;43;2576722.8;4767081.53;1;Prikaûi na karti;;" 17∞ 26' 14""";" 43∞ 3' 10"""
21380;;242;10110;1;Bankomat;Podgora;Ruera BoökoviÊa 3;1;U funkciji (radi);SOLO TURIST doo;1;0-24 h;;;1;Prikaûi na karti;242;17;Splitsko-dalmatinska ûupanija;21327;Podgora;Ruera BoökoviÊa;3;;Ruera BoökoviÊa 3;Podgora, Ruera BoökoviÊa 3;3;2547198.57;4787803.7;1;Prikaûi na karti;;" 17∞ 4' 35""";" 43∞ 14' 30"""
21381;;243;96910;1;Bankomat;Podsused;Podsusedska al. 1;1;U funkciji (radi);Mesnica VuËevac;1;0-24 h;;;1;Prikaûi na karti;243;21;Grad Zagreb;10090;Podsused;Podsusedska al.;1;;Podsusedska al. 1;Podsused, Podsusedska al. 1;1;2450112.35;5073713.64;1;Prikaûi na karti;;" 15∞ 51' 11""";" 45∞ 48' 54"""
21382;;244;71739;1;Bankomat;Pojatno;Matije Gupca 91a;1;U funkciji (radi);ZapreöiÊanka d.o.o.;1;0-24 h;;;1;Prikaûi na karti;244;1;ZagrebaËka ûupanija;10294;Pojatno;Matije Gupca;91;A;Matije Gupca 91a;Pojatno, Matije Gupca 91/A;91/A;2446226.85;5083737.74;1;Prikaûi na karti;;" 15∞ 48' 7""";" 45∞ 54' 18"""
21383;;245;59941;1;Bankomat;PopovaËa;Trg grofova Erdedya bb;1;U funkciji (radi);Poslovni prostor;1;0-24 h;;;1;Prikaûi na karti;245;3;SisaËko-moslavaËka ûupanija;44317;PopovaËa;Trg grofova Erdedya;0;BB;Trg grofova Erdedya bb;PopovaËa, Trg grofova Erdedya BB;BB;2510314;5046416;1;Prikaûi na karti;;" 16∞ 37' 38""";" 45∞ 34' 16"""
21051;10044;247;65134;1;Bankomat;PoreË;Obala M. Tita bb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;247;18;Istarska ûupanija;52440;PoreË;Obala M. Tita;0;BB;Obala M. Tita BB;PoreË, Obala M. Tita BB;BB;1513243.7;5657314.63;1;Prikaûi na karti;;" 13∞ 35' 37""";" 45∞ 13' 37"""
21052;10044;247;81234;1;Bankomat;PoreË;Obala M. Tita bb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;247;18;Istarska ûupanija;52440;PoreË;Obala M. Tita;0;BB;Obala M. Tita BB;PoreË, Obala M. Tita BB;BB;1513243.7;5657314.63;1;Prikaûi na karti;;" 13∞ 35' 37""";" 45∞ 13' 37"""
21053;10044;247;74834;1;Bankomat;PoreË;Obala M. Tita bb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;247;18;Istarska ûupanija;52440;PoreË;Obala M. Tita;0;BB;Obala M. Tita BB;PoreË, Obala M. Tita BB;BB;1513243.7;5657314.63;1;Prikaûi na karti;;" 13∞ 35' 37""";" 45∞ 13' 37"""
24026;10044;247;;4;Ureaj za zaprimanje naloga;PoreË;Obala M. Tita bb;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;247;18;Istarska ûupanija;52440;PoreË;Obala M. Tita;0;BB;Obala M. Tita BB;PoreË, Obala M. Tita BB;BB;1513243.7;5657314.63;1;Prikaûi na karti;;" 13∞ 35' 37""";" 45∞ 13' 37"""
22018;10044;247;;2;Dnevno-noÊni trezor;PoreË;Obala M. Tita bb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;247;18;Istarska ûupanija;52440;PoreË;Obala M. Tita;0;BB;Obala M. Tita BB;PoreË, Obala M. Tita BB;BB;1513243.7;5657314.63;1;Prikaûi na karti;;" 13∞ 35' 37""";" 45∞ 13' 37"""
21385;;248;85534;1;Bankomat;PoreË;Partizansko öetaliöte 2;1;U funkciji (radi);TD Portun Istra line;1;0-24 h;;;1;Prikaûi na karti;248;18;Istarska ûupanija;52440;PoreË;Partizansko öetaliöte;2;;Partizansko öetaliöte 2;PoreË, Partizansko öetaliöte 2;2;2272673.41;5012275.7;1;Prikaûi na karti;;" 13∞ 35' 59""";" 45∞ 13' 37"""
21386;;249;37615;1;Bankomat;Posedarje;A.StarËeviÊa 19;1;U funkciji (radi);Ljekarna KremiÊ;1;0-24 h;;;1;Prikaûi na karti;249;13;Zadarska ûupanija;23242;Posedarje;A. StarËeviÊa;19;;A.StarËeviÊa 19;Posedarje, A. StarËeviÊa 19;19;2418486.91;4895888.81;1;Prikaûi na karti;;" 15∞ 28' 30""";" 44∞ 12' 42"""
21387;;250;61563;1;Bankomat;Postira;Porat bb;1;U funkciji (radi);TO Lara;1;0-24 h;;;1;Prikaûi na karti;250;17;Splitsko-dalmatinska ûupanija;21410;Postira;Porat;0;BB;Porat bb;Postira, Porat BB;BB;2510764.32;4802576.08;1;Prikaûi na karti;;" 16∞ 37' 41""";" 43∞ 22' 34"""
21388;;251;10031;1;Bankomat;Poznanovec;Zagorske brigade 10;1;U funkciji (radi);Poslovni prostor;1;0-24 h;;;1;Prikaûi na karti;251;2;Krapinsko-zagorska ûupanija;49222;Poznanovec;Zagorske brigade;10;;Zagorske brigade 10;Poznanovec, Zagorske brigade 10;10;2463945.47;5099751.06;1;Prikaûi na karti;;" 16∞ 1' 44""";" 46∞ 3' 1"""
21054;10045;252;55942;1;Bankomat;Poûega;Trg Sv. Trojstva 20;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;252;11;Poûeöko-slavonska ûupanija;34000;Poûega;Trg Sv. Trojstva;20;;Trg Sv. Trojstva 20;Poûega, Trg Sv. Trojstva 20;20;1967765.5;5673743.5;1;Prikaûi na karti;;" 17∞ 40' 36""";" 45∞ 19' 51"""
24027;10045;252;;4;Ureaj za zaprimanje naloga;Poûega;Trg sv. Trojstva 20;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;252;11;Poûeöko-slavonska ûupanija;34000;Poûega;Trg Sv. Trojstva;20;;Trg Sv. Trojstva 20;Poûega, Trg Sv. Trojstva 20;20;1967765.5;5673743.5;1;Prikaûi na karti;;" 17∞ 40' 36""";" 45∞ 19' 51"""
25315;10045;252;10064;1;Bankomat;Poûega;Trg Sv. Trojstva 20;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;252;11;Poûeöko-slavonska ûupanija;34000;Poûega;Trg Sv. Trojstva;20;;Trg Sv. Trojstva 20;Poûega, Trg Sv. Trojstva 20;20;1967765.5;5673743.5;1;Prikaûi na karti;;" 17∞ 40' 36""";" 45∞ 19' 51"""
25317;10045;252;14908;2;Dnevno-noÊni trezor;Poûega;Trg Sv.Trojstva 20;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;252;11;Poûeöko-slavonska ûupanija;34000;Poûega;Trg Sv. Trojstva;20;;Trg Sv. Trojstva 20;Poûega, Trg Sv. Trojstva 20;20;1967765.5;5673743.5;1;Prikaûi na karti;;" 17∞ 40' 36""";" 45∞ 19' 51"""
21389;;253;10088;1;Bankomat;Pregrada;J. Leskovara 36/4;1;U funkciji (radi);Panda - S ;1;0-24 h;;;1;Prikaûi na karti;253;2;Krapinsko-zagorska ûupanija;49218;Pregrada;J. Leskovara;36;4;J. Leskovara 364;Pregrada, J. Leskovara 36/4;36/4;2442999.33;5111385.15;1;Prikaûi na karti;;" 15∞ 45' 25""";" 46∞ 9' 12"""
21055;10046;254;99246;1;Bankomat;Pregrada;S. RadiÊa 14;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;254;2;Krapinsko-zagorska ûupanija;49218;Pregrada;Stjepana RadiÊa;14;;Stjepana RadiÊa 14;Pregrada, Stjepana RadiÊa 14;14;2442434.45;5112405.81;1;Prikaûi na karti;;" 15∞ 44' 58""";" 46∞ 9' 45"""
24028;10046;254;;4;Ureaj za zaprimanje naloga;Pregrada;S. RadiÊa 14;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;254;2;Krapinsko-zagorska ûupanija;49218;Pregrada;Stjepana RadiÊa;14;;Stjepana RadiÊa 14;Pregrada, Stjepana RadiÊa 14;14;2442434.45;5112405.81;1;Prikaûi na karti;;" 15∞ 44' 58""";" 46∞ 9' 45"""
21390;;255;10038;1;Bankomat;Pregrada;Trg Gospe Kunagorske 2 ;1;U funkciji (radi);Poslovni prostor;1;0-24 h;;;1;Prikaûi na karti;255;2;Krapinsko-zagorska ûupanija;49218;Pregrada;Trg Gospe Kunagorske;2;;Trg Gospe Kunagorske 2 ;Pregrada, Trg Gospe Kunagorske 2;2;2442539.3;5112541.6;1;Prikaûi na karti;;" 15∞ 45' 3""";" 46∞ 9' 50"""
21391;;256;61920;1;Bankomat;Prelog;Glavna 29;1;U funkciji (radi);FINA;1;0-24 h;;;1;Prikaûi na karti;256;20;Meimurska ûupanija;40323;Prelog;Glavna;29;;Glavna 29;Prelog, Glavna 29;29;2508913;5131587;1;Prikaûi na karti;;" 16∞ 36' 39""";" 46∞ 20' 15"""
21392;;257;36645;1;Bankomat;Premantura;Selo 8b;1;U funkciji (radi);Navigator ;1;0-24 h;;;1;Prikaûi na karti;257;18;Istarska ûupanija;52100;Premantura;Selo;8;B;Selo 8b;Premantura, Selo 8/B;8/B;2295525;4964138;1;Prikaûi na karti;;" 13∞ 54' 36""";" 44∞ 48' 5"""
21393;;258;52839;1;Bankomat;Prigorje brdoveËko;ZagrebaËka 27;1;U funkciji (radi);AB Petrol;1;0-24 h;;;1;Prikaûi na karti;258;1;ZagrebaËka ûupanija;10291;Prigorje brdoveËko;ZagrebaËka;27;;ZagrebaËka 27;Prigorje brdoveËko, ZagrebaËka 27;27;2441090;5080793;1;Prikaûi na karti;;" 15∞ 44' 10""";" 45∞ 52' 41"""
21394;;259;31415;1;Bankomat;Primoöten;Franje Tumana 20;1;U funkciji (radi);KONZUM d.d.;1;0-24 h;;;1;Prikaûi na karti;259;15;äibensko-kninska ûupanija;22202;Primoöten;Franje Tumana;20;;Franje Tumana 20;Primoöten, Franje Tumana 20;20;2453908.59;4826288.47;1;Prikaûi na karti;;" 15∞ 55' 27""";" 43∞ 35' 18"""
21395;;260;57715;1;Bankomat;Privlaka;Privlaka 427;1;U funkciji (radi);MustaÊ;1;0-24 h;;;1;Prikaûi na karti;260;13;Zadarska ûupanija;23233;Privlaka;Privlaka;427;;Privlaka 427;Privlaka, Privlaka 427;427;2390159.03;4901939;1;Prikaûi na karti;;" 15∞ 7' 9""";" 44∞ 15' 45"""
21396;;261;68115;1;Bankomat;PuËiöÊa ;Porat bb;1;U funkciji (radi);T A Raj - Milan RajËeviÊ;1;0-24 h;;;1;Prikaûi na karti;261;17;Splitsko-dalmatinska ûupanija;21412;PuËiöÊa ;Porat;0;BB;Porat bb;PuËiöÊa , Porat BB;BB;2519569.17;4799412.17;1;Prikaûi na karti;;" 16∞ 44' 12""";" 43∞ 20' 51"""
21399;;264;31845;1;Bankomat;Pula;Jeretova 23;1;U funkciji (radi);Bivio Istra;1;0-24 h;;;1;Prikaûi na karti;264;18;Istarska ûupanija;52100;Pula;Jeretova;23;;Jeretova 23;Pula, Jeretova 23;23;2289613.71;4971026.82;1;Prikaûi na karti;;" 13∞ 49' 57""";" 44∞ 51' 41"""
21400;;265;10114;1;Bankomat;Pula;Jurja éakna 3;1;U funkciji (radi);Kaufland Hrvatska k.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;265;18;Istarska ûupanija;52100;Pula;Jurja éakna;3;;Jurja éakna 3;Pula, Jurja éakna 3;3;2292113.44;4972893.77;1;Prikaûi na karti;;" 13∞ 51' 48""";" 44∞ 52' 44"""
21056;10047;266;90145;1;Bankomat;Pula;Matka Laginje 1;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;266;18;Istarska ûupanija;52100;Pula;Matka Laginje;1;;Matka Laginje 1;Pula, Matka Laginje 1;1;2290841.7;4971720.58;1;Prikaûi na karti;;" 13∞ 50' 52""";" 44∞ 52' 5"""
21057;10047;266;73845;1;Bankomat;Pula;Matka Laginje 1;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;266;18;Istarska ûupanija;52100;Pula;Matka Laginje;1;;Matka Laginje 1;Pula, Matka Laginje 1;1;2290841.7;4971720.58;1;Prikaûi na karti;;" 13∞ 50' 52""";" 44∞ 52' 5"""
24029;10047;266;;4;Ureaj za zaprimanje naloga;Pula;Matka Laginje 1;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;266;18;Istarska ûupanija;52100;Pula;Matka Laginje;1;;Matka Laginje 1;Pula, Matka Laginje 1;1;2290841.7;4971720.58;1;Prikaûi na karti;;" 13∞ 50' 52""";" 44∞ 52' 5"""
22019;10047;266;;2;Dnevno-noÊni trezor;Pula;Matka Laginje 1;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;266;18;Istarska ûupanija;52100;Pula;Matka Laginje;1;;Matka Laginje 1;Pula, Matka Laginje 1;1;2290841.7;4971720.58;1;Prikaûi na karti;;" 13∞ 50' 52""";" 44∞ 52' 5"""
21401;;267;54845;1;Bankomat;Pula;Prilaz Monte Cappellet 2 - Vidici;1;U funkciji (radi);Puljanka d.o.o.;1;0-24 h;;;1;Prikaûi na karti;267;18;Istarska ûupanija;52100;Pula;Prilaz Monte Cappellet;2;;Prilaz Monte Cappellet 2 - Vidici;Pula, Prilaz Monte Cappellet 2;2;2290838.7;4970354.7;1;Prikaûi na karti;;" 13∞ 50' 53""";" 44∞ 51' 21"""
21402;;268;83545;1;Bankomat;Pula;Riva 14;1;U funkciji (radi);Jadroagent d.d.;1;0-24 h;;;1;Prikaûi na karti;268;18;Istarska ûupanija;52100;Pula;Riva;14;;Riva 14;Pula, Riva 14;14;2290738;4972227.6;1;Prikaûi na karti;;" 13∞ 50' 46""";" 44∞ 52' 21"""
21403;;269;97845;1;Bankomat;Pula;Santoriova 13;1;U funkciji (radi);BILLA d.o.o.;1;0-24 h;;;1;Prikaûi na karti;269;18;Istarska ûupanija;52100;Pula;Santoriova;13;;Santoriova 13;Pula, Santoriova 13;13;2291831;4971576.2;1;Prikaûi na karti;;" 13∞ 51' 37""";" 44∞ 52' 1"""
21404;;270;60345;1;Bankomat;Pula;Stiglicheva 20;1;U funkciji (radi);ELBA Elektromaterijal;1;0-24 h;;;1;Prikaûi na karti;270;18;Istarska ûupanija;52100;Pula;Stiglicheva;20;;Stiglicheva 20;Pula, Stiglicheva 20;20;2291278;4972204.7;1;Prikaûi na karti;;" 13∞ 51' 11""";" 44∞ 52' 21"""
21058;10048;271;36745;1;Bankomat;Pula;äijanska cesta 1b;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;271;18;Istarska ûupanija;52100;Pula;äijanska cesta;1;B;äijanska cesta 1B;Pula, äijanska cesta 1/B;1/B;2292358.8;4973216.6;1;Prikaûi na karti;;" 13∞ 51' 58""";" 44∞ 52' 55"""
22020;10222;271;;2;Dnevno-noÊni trezor;Pula;äijanska cesta 1b;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;271;18;Istarska ûupanija;52100;Pula;äijanska cesta;1;B;äijanska cesta 1B;Pula, äijanska cesta 1/B;1/B;2292358.8;4973216.6;1;Prikaûi na karti;;" 13∞ 51' 58""";" 44∞ 52' 55"""
24030;10222;271;;4;Ureaj za zaprimanje naloga;Pula;äijanska cesta 1b;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;271;18;Istarska ûupanija;52100;Pula;äijanska cesta;1;B;äijanska cesta 1B;Pula, äijanska cesta 1/B;1/B;2292358.8;4973216.6;1;Prikaûi na karti;;" 13∞ 51' 58""";" 44∞ 52' 55"""
21406;;272;92145;1;Bankomat;Pula;Tomassinijeva 29;1;U funkciji (radi);Bivio Istra;1;0-24 h;;;1;Prikaûi na karti;272;18;Istarska ûupanija;52100;Pula;Tomassinijeva;29;;Tomassinijeva 29;Pula, Tomassinijeva 29;29;2290070.5;4970273.23;1;Prikaûi na karti;;" 13∞ 50' 19""";" 44∞ 51' 17"""
21407;;273;64645;1;Bankomat;Pula;Trg 1. istarske brigade 1;1;U funkciji (radi);Brioni d.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;273;18;Istarska ûupanija;52100;Pula;Trg 1. istarske brigade;1;;Trg 1. istarske brigade 1;Pula, Trg 1. istarske brigade 1;1;2291622.4;4972695.1;1;Prikaûi na karti;;" 13∞ 51' 26""";" 44∞ 52' 37"""
21408;;274;10048;1;Bankomat;Pula;Valtursko polje 210;1;U funkciji (radi);ZraËna luka Pula d.o.o.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;274;18;Istarska ûupanija;52100;Pula;Valtursko polje;210;;Valtursko polje 210;Pula, Valtursko polje 210;210;2296810.76;4974579.32;1;Prikaûi na karti;;" 13∞ 55' 19""";" 44∞ 53' 44"""
